AllYrs,CountInds,Sort,SapPlot,corner,PlotID,Northing,Easting,BroaderGroup,Genus,Species,Group,Duration,Taxa4Analysis,Cover2007,Cover2008,Cover2009,Cover2010,Cover2011,Cover2012,Cover2013,Cover2014,Cover2015,Cover2016,Cover2018,Ind2007,Ind2008,Ind2009,Ind2010,Ind2011,Ind2012,Ind2013,Ind2014,Ind2015,Ind2016,Ind2018,Buds2007,Buds2008,Buds2009,Buds2010,Buds2011,Buds2012,Buds2013,Buds2014,Buds2015,Buds2016,Buds2018,Flrs2007,Flrs2008,Flrs2009,Flrs2010,Flrs2011,Flrs2012,Flrs2013,Flrs2014,Flrs2015,Flrs2016,Flrs2018,Frts2007,Frts2008,Frts2009,Frts2010,Frts2011,Frts2012,Frts2013,Frts2014,Frts2015,Frts2016,Frts2018,Densiometer2009,Densiometer2010,Densiometer2011,Densiometer2012,Densiometer2013,Densiometer2014,Densiometer2015,Densiometer2016,Densiometer2018,ResearcherID2007,ResearcherID2008,ResearcherID2009,ResearcherID2010,ResearcherID2011,ResearcherID2012,ResearcherID2013,ResearcherID2014,ResearcherID2015,ResearcherID2016,ResearcherID2018,Day2007,Day2008,Day2009,Day2010,Day2011,Day2012,Day2013,Day2014,Day2015,Day2016,Day2018,Comments2007,Comments2008,Comments2009,Comments2010,Comments2011,Comments2012,Comments2013,Comments2014,Comments2015,Comments2016,Comments2018
n,n,541,4,NE,4NE,104.2,29.2,herb_dicot,Sanicula,sp,,,Sanicula_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,542,4,NE,4NE,104.2,29.2,herb_dicot,Sedum,ternatum,,,Sedum_ternatum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,543,4,NE,4NE,104.2,29.2,herb_dicot,Senecio,sp,,,Senecio_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,544,4,NE,4NE,104.2,29.2,herb_monocot,Smilacina,racemosa,,,Smilacina_racemosa,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,545,4,NE,4NE,104.2,29.2,herb_dicot,Stellaria,corei,,,Stellaria_corei,1,1,1,1,0,0,3,0,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-99,-99,0,-99,0,0,0,NA,NA,NA,0,-99,-99,0,-99,0,0,0,NA,NA,NA,0,-99,-99,0,-99,0,0,0,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,546,4,NE,4NE,104.2,29.2,herb_dicot,Tiarella,cordifolia,,,Tiarella_cordifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,n,547,4,NE,4NE,104.2,29.2,herb_dicot,Tiarella.Mitella,sp,,,Tiarella.Mitella,1,1,1,3,0.5,0,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,i lumped tiarella (2%) and mitella (1%)...both sterile,plot (esp W side) severely mauled by attempts to find stake,,,,,,
n,y,548,4,NE,4NE,104.2,29.2,herb_monocot,Trillium,erectum,,,Trillium_erectum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
n,y,549,4,NE,4NE,104.2,29.2,herb_monocot,Trillium,luteum,,,Trillium_luteum,1,1,1,2,0,0,1,0.5,0,2,0,NA,NA,NA,1,0,0,1,1,0,1,0,NA,NA,NA,0,-99,-99,0,0,-99,0,-99,NA,NA,NA,0,-99,-99,1,1,-99,0,-99,NA,NA,NA,0,-99,-99,0,0,-99,0,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,baby,
n,n,550,4,NE,4NE,104.2,29.2,herb_dicot,Viola,canadensis,,,Viola_canadensis,39,39,39,35,35,45,34,32,45,50,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,0,1,1,0,1,1,1,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,plot (esp W side) severely mauled by attempts to find stake,,,,,,
n,y,551,4,NE,4NE,104.2,29.2,herb_dicot,Indet,sp,,,Zunknown,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,"no idea what this is… took photo (see herbs 2012 folder)--could be seedling of a shrub, perhaps? Leaves opposite",,,,,
n,y,552,4,NE,4NE,104.2,29.2,woody,Acer,saccharum,,,Zwoody_Acer,1,1,1,0,2,0,1,0.5,3,0,2,NA,NA,NA,0,1,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,plot (esp W side) severely mauled by attempts to find stake,,5 cm is one individ; 20 cm is a 2nd individual; 25 cm is a third individ.,"leaves very eaten, 0.25m",.25m,,
n,y,553,4,NE,4NE,104.2,29.2,woody,Aesculus,flava,,,Zwoody_Aesculus,6,6,6,15,15,0,10,6,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,plot (esp W side) severely mauled by attempts to find stake,,30 cm,,,,
n,y,554,4,NE,4NE,104.2,29.2,woody,Euonymous,americana,,,Zwoody_Euonymous,1,1,1,2,2,0,0.5,0.5,0,4,0,NA,NA,NA,2,NA,0,1,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,plot (esp W side) severely mauled by attempts to find stake,,45 cm,"leaves eaten, 0.5m",,0.1,
n,n,555,4,NE,4NE,104.2,29.2,ZZbare,ZZbare,ZZbare,,,ZZbare,36,36,36,45,45,15,25,16,37,50,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,4.25,2.875,4.25,4.125,3.5,3.5,7.5,NA,NA,NA,EAT,EAT,EAT,"KD (herb plots), ET (densiometer)",EW,KGD,EAT,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,plot (esp W side) severely mauled by attempts to find stake,,,,,,2 Panax q outside of plot (ginseng)
n,y,556,4,NW,4NW,104.2,20.8,herb_dicot,Actaea,racemosa,,,Actaea_racemosa,46,46,46,35,38,38,55,35,78,50,42,NA,NA,NA,NA,13,18,15,12,15,11,24,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,remarkable convernce on the same percent cover for three years! Makes me feel pretty good about our field estimations!; EAT did densiometer reading,,,,,
n,y,557,4,NW,4NW,104.2,20.8,fern,Adiantum,sp,,,Adiantum_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,558,4,NW,4NW,104.2,20.8,herb_dicot,Anemone,acutiloba,,,Anemone_acutiloba,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,559,4,NW,4NW,104.2,20.8,herb_dicot,Anemonella,thalictroides,,,Anemonella_thalictroides,2,2,2,2,1,1,1,2,4,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0,0,1,0,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,EAT did densiometer reading,,,,,
n,y,560,4,NW,4NW,104.2,20.8,fern,Asplenium,sp,,,Asplenium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,561,4,NW,4NW,104.2,20.8,fern,Botrychium,sp,,,Botrychium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,562,4,NW,4NW,104.2,20.8,herb_dicot,Cardamine,concatenata,,,Cardamine_concatenata,1,1,1,0.5,0.5,0.5,0.5,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-99,0,0,NA,NA,NA,0,0,0,0,0,-99,0,0,NA,NA,NA,0,0,0,0,0,-99,0,1,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,EAT did densiometer reading,,,,,
n,n,563,4,NW,4NW,104.2,20.8,herb_dicot,Cardamine,diphylla,,,Cardamine_diphylla,0,0,0,0,0,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,564,4,NW,4NW,104.2,20.8,herb_dicot,Caulophyllum,thalictroides,,,Caulophyllum_thalictroides,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,565,4,NW,4NW,104.2,20.8,herb_dicot,Claytonia,caroliniana,,,Claytonia_caroliniana,1,1,1,1,1,0,0,0.5,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-99,-99,0,-99,0,0,NA,NA,NA,0,0,-99,-99,0,-99,0,0,NA,NA,NA,1,0,-99,-99,1,-99,0,1,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,"kyle wrote Erythronia for the ID; this wide leaved thing is actually the 2nd species of Claytonia in our area (C. caroliniana); the narrow leaved version is Claytonia virginica; note that 2011 data were entered before 2010 data, and this realization was m",,EAT did densiometer reading,,,,,
n,y,566,4,NW,4NW,104.2,20.8,fern,Cysopteris,sp,,,Cysopteris_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,567,4,NW,4NW,104.2,20.8,herb_dicot,Dicentra,eximia,,,Dicentra_eximia,0,0,0,0,2,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,0,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,0,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,0,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,EAT did densiometer reading,,,,,
n,y,568,4,NW,4NW,104.2,20.8,fern,Dryopteris,intermedia,,,Dryopteris_intermedia,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,569,4,NW,4NW,104.2,20.8,fern,Dryopteris,marginalis,,,Dryopteris_marginalis,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,570,4,NW,4NW,104.2,20.8,herb_dicot,Erythronium,americanum,,,Erythronium_americanum,1,1,1,0,0,0,0.5,0.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,0,0,0,0,0,NA,NA,NA,-99,-99,-99,0,0,0,0,0,NA,NA,NA,-99,-99,-99,0,0,0,0,0,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,571,4,NW,4NW,104.2,20.8,herb_dicot,Galium,bigleaves,,,Galium_bigleaves,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,572,4,NW,4NW,104.2,20.8,herb_dicot,Galium,triflorum,,,Galium_triflorum,1,1,1,0,0.5,1,1,0.5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,0,0,0,1,0,1,NA,NA,NA,-99,1,1,1,0,1,1,1,NA,NA,NA,-99,1,1,0,0,1,1,0,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,EAT did densiometer reading,,,,,
n,n,573,4,NW,4NW,104.2,20.8,herb_dicot,Geranium,maculatum,,,Geranium_maculatum,0,0,0,0,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,0,-99,-99,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,buckeye sap #172 in plot,EAT did densiometer reading,,,,,
n,y,574,4,NW,4NW,104.2,20.8,herb_monocot,Goodyeara,pubescens,,,Goodyeara_pubescens,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.875,4,3,3.25,4,8,2.5,4.5,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,KGD,AW,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,19-Apr-18,,,,,,,,,,,
